1963,1963007,Swingle-Singers-Bachs-Greatest-Hits/master/302431
1962,1962006,Astor-Piazzolla-Nuestro-Tiempo/master/850790
1963,1963009,The-Raindrops-The-Raindrops/master/468925
1963,1963011,Rufus-Thomas-Walking-The-Dog/master/227223
1961,1961012,The-Marvelettes-Please-Mr-Postman/master/334810
1963,1963006,Martha-And-The-Vandellas-Come-And-Get-These-Memories/master/455837
1964,1964006,Kinks-Kinks/master/101473
1959,1959010,Jerry-Butler-Jerry-Butler-Esq/master/540441
1961,1961013,Ben-E-King-Spanish-Harlem/master/239255
1964,1964007,Manfred-Mann-The-Manfred-Mann-Album/master/358043
1965,1965010,The-Beau-Brummels-Laugh-Laugh/master/109087
1965,1965014,The-Walker-Brothers-Take-It-Easy-With-The-Walker-Brothers/master/84028
1965,1965011,Jos%C3%A9-Antonio-M%C3%A9ndez-El-Mensajero-Del-Amor/master/1303561
1965,1965013,Maria-Beth%C3%A2nia-Maria-Bethania/master/387187
1965,1965015,The-Royalettes-Its-Gonna-Take-A-Miracle/master/333912
1965,1965016,The-OJays-Comin-Through/master/558497
1965,1965018,Burt-Bacharach-Whats-New-Pussycat-Original-Motion-Picture-Score/master/262967
1965,1965019,The-Village-Fugs-Sing-Ballads-Of-Contemporary-Protest-Point-Of-Views-And-General-Dissatisfaction/master/65603
1965,1965020,The-Sonics-Here-Are-The-Sonics/master/54145
1965,1965002,Them-The-Angry-Young-Them/master/137788
1963,1963013,Wilson-Pickett-Its-Too-Late/master/406716
1966,1966006,The-Incredible-String-Band-The-Incredible-String-Band/master/65669
1966,1966010,The-Association-Renaissance/master/65439
1967,1967021,Spanky-Our-Gang-Spanky-And-Our-Gang/master/338567
1967,1967009,Gilberto-Gil-Louva%C3%A7%C3%A3o/master/582590
1967,1967004,Pink-Floyd-The-Piper-At-The-Gates-Of-Dawn/master/19546
1965,1965007,Archie-Shepp-Four-For-Trane/master/43608
1968,1968009,Neil-Young-Neil-Young/master/38677
1968,1968023,The-Delfonics-La-La-Means-I-Love-You/master/320723
1968,1968020,Jim-Webb-Jim-Webb-Sings-Jim-Webb/master/470497
1968,1968022,Ellie-Greenwich-Composes-Produces-And-Sings/master/1065416
1968,1968004,The-Golden-Cups-Album-Vol2/master/536116
1968,1968007,Caetano-Veloso-Caetano-Veloso/master/127845
1969,1969018,Elton-John-Empty-Sky/master/84198
1969,1969001,King-Crimson-In-The-Court-Of-The-Crimson-King-An-Observation-By-King-Crimson/master/406634
1969,1969021,The-Stooges-The-Stooges/master/38215
1961,1961007,The-Shirelles-Tonights-The-Night/master/443788
1986,1986005,Kalima-Night-Time-Shadows/master/55382
1987,1987011,President-BPM-Featuring-Tinnie-Punx-And-FOE-Heavy/master/1435726
1987,1987006,Sin%C3%A9ad-OConnor-The-Lion-And-The-Cobra/master/51566
1980,1980001,U2-Boy/master/48750
1989,1989011,Ten-City-Foundation/master/94846
1982,1982013,https://www.discogs.com/Cocteau-Twins-Garlands/master/452
1991,1991015,LFO-Frequencies/master/23850
